species,latitude,longitude
Eira barbara,-0.67697,-76.44801
Eira barbara,-0.67496,-76.4656
Nasua nasua,-0.69684,-76.46047
Nasua nasua,-0.66918,-76.40045
Nasua nasua,-0.61612,-76.47508
Nasua nasua,-0.69847,-76.44279
Nasua nasua,-0.71741,-76.43811
Nasua nasua,-0.63085,-76.45715
Nasua nasua,-0.62391,-76.43823
Nasua nasua,-0.63938,-76.48049
Nasua nasua,-0.64693,-76.50264
Nasua nasua,-0.69898,-76.42073
Nasua nasua,-0.69373,-76.48198
Nasua nasua,-0.6085,-76.45716
Nasua nasua,-0.67048,-76.42401
Nasua nasua,-0.67508,-76.42406
Nasua nasua,-0.6355,-76.41866
Nasua nasua,-0.65521,-76.46256
Nasua nasua,-0.69208,-76.38498
Nasua nasua,-0.71235,-76.37361
Nasua nasua,-0.69511,-76.40308
Nasua nasua,-0.71426,-76.39288
Nasua nasua,-0.67697,-76.44801
Nasua nasua,-0.67496,-76.4656
Procyon cancrivorus,-0.69684,-76.46047
Procyon cancrivorus,-0.66918,-76.40045
Procyon cancrivorus,-0.61612,-76.47508
Procyon cancrivorus,-0.62452,-76.49674
Procyon cancrivorus,-0.69847,-76.44279
Procyon cancrivorus,-0.71741,-76.43811
Procyon cancrivorus,-0.63085,-76.45715
Procyon cancrivorus,-0.62391,-76.43823
Procyon cancrivorus,-0.63938,-76.48049
Procyon cancrivorus,-0.64693,-76.50264
Procyon cancrivorus,-0.69898,-76.42073
Procyon cancrivorus,-0.71377,-76.41232
Procyon cancrivorus,-0.69373,-76.48198
Procyon cancrivorus,-0.67048,-76.42401
Procyon cancrivorus,-0.65115,-76.43784
Procyon cancrivorus,-0.65521,-76.46256
Procyon cancrivorus,-0.66094,-76.48655
Procyon cancrivorus,-0.69208,-76.38498
Procyon cancrivorus,-0.71235,-76.37361
Procyon cancrivorus,-0.69511,-76.40308
Procyon cancrivorus,-0.71426,-76.39288
Procyon cancrivorus,-0.67697,-76.44801
Procyon cancrivorus,-0.67496,-76.4656
Procyon cancrivorus,-20.15518,-56.6195
Cerdocyon thous,-20.43224,-56.21183
Nasua nasua,-20.77824,-56.72255
Nasua nasua,-20.74271,-56.70268
Puma concolor,-20.74258,-56.78805
Leopardus wiedii,-20.73604,-56.79344
Nasua nasua,-20.52531,-56.87054
Nasua nasua,-20.49786,-56.86467
Nasua nasua,-20.49158,-56.8386
Nasua nasua,-21.15757,-56.6047
Nasua nasua,-21.57926,-56.48287
Nasua nasua,-21.59641,-56.47332
Nasua nasua,-20.72968,-56.84113
Nasua nasua,-20.73604,-56.79344
Nasua nasua,-20.7242,-56.81663
Nasua nasua,-20.93236,-56.59653
Nasua nasua,-20.92424,-56.58488
Nasua nasua,-20.91328,-56.59236
Chrysocyon brachyurus,-20.92125,-56.62966
Herpailurus yagouaroundi,-20.91329,-56.59236
Cerdocyon thous,-21.66472,-56.28498
Eira barbara,-21.66472,-56.28498
Cerdocyon thous,-21.70759,-56.30961
Cerdocyon thous,-21.71404,-56.31091
Procyon cancrivorus,-21.72744,-56.2994
Nasua nasua,-21.68569,-56.27383
Cerdocyon thous,-21.68569,-56.27383
Nasua nasua,-21.70417,-56.2633
Cerdocyon thous,-21.6995,-56.28209
Cerdocyon thous,-21.68049,-56.2876
Cerdocyon thous,-21.67041,-56.31037
Procyon cancrivorus,-21.67905,-56.30502
Cerdocyon thous,-21.67905,-56.30502
Cerdocyon thous,-21.69469,-56.29854
Cerdocyon thous,-21.69941,-56.31416
Nasua nasua,-21.17253,-56.53272
Nasua nasua,-21.02938,-56.62467
Nasua nasua,-21.02495,-56.65205
Nasua nasua,-21.04122,-56.63188
Nasua nasua,-21.03912,-56.60346
Nasua nasua,-20.83151,-56.40497
Lontra longicaudis,-22.24911,-47.82253
Chrysocyon brachyurus,-22.23049,-47.87034
Leopardus pardalis,-22.1468,-47.87953
Procyon cancrivorus,-22.24678,-47.83841
Cerdocyon thous,-22.22751,-47.85667
Chrysocyon brachyurus,-22.20651,-47.87108
Chrysocyon brachyurus,-22.15381,-47.88306
Cerdocyon thous,-14.41328,-39.0607
Eira barbara,-14.41328,-39.0607
Leopardus pardalis,-14.41328,-39.0607
Leopardus wiedii,-14.41328,-39.0607
Lontra longicaudis,-14.41328,-39.0607
Nasua nasua,-14.41328,-39.0607
Potos flavus,-14.41328,-39.0607
Procyon cancrivorus,-14.41328,-39.0607
Puma concolor,-14.41328,-39.0607
Herpailurus yagouaroundi,-14.41328,-39.0607
Cerdocyon thous,-22.92497,-46.79656
Chrysocyon brachyurus,-22.92497,-46.79656
Leopardus pardalis,-22.92497,-46.79656
Leopardus guttulus,-22.92497,-46.79656
Puma concolor,-22.92497,-46.79656
Herpailurus yagouaroundi,-22.92497,-46.79656
Nasua nasua,-21.64851,-48.50846
Cerdocyon thous,-21.64851,-48.50846
Lycalopex vetulus,-21.64851,-48.50846
Herpailurus yagouaroundi,-21.64851,-48.50846
Puma concolor,-21.64851,-48.50846
Eira barbara,-21.64851,-48.50846
Leopardus guttulus,-21.64851,-48.50846
Leopardus pardalis,-21.64851,-48.50846
Chrysocyon brachyurus,-21.64851,-48.50846
Procyon cancrivorus,-21.64851,-48.50846
Leopardus wiedii,-21.64851,-48.50846
Lontra longicaudis,-21.64851,-48.50846
Nasua nasua,-14.43267,-39.03164
Cerdocyon thous,-14.43267,-39.03164
Leopardus wiedii,-14.43267,-39.03164
Leopardus pardalis,-14.43267,-39.03164
Lontra longicaudis,-14.43267,-39.03164
Eira barbara,-14.43267,-39.03164
Procyon cancrivorus,-14.43267,-39.03164
Puma concolor,-14.40483,-39.03733
Leopardus sp.,-14.43267,-39.03164
Eira barbara,-14.40389,-39.03928
Puma concolor,-14.43267,-39.03164
Eira barbara,-14.39327,-39.04676
Cerdocyon thous,-14.39029,-39.10192
Herpailurus yagouaroundi,-14.43267,-39.03164
Potos flavus,-14.43267,-39.03164
Cerdocyon thous,-14.44112,-39.03731
Nasua nasua,-14.42704,-39.06284
Cerdocyon thous,-14.42511,-39.02464
Nasua nasua,-14.42511,-39.02464
Cerdocyon thous,-14.38981,-39.06481
Cerdocyon thous,-14.41643,-39.07016
Eira barbara,-14.40042,-39.05749
Cerdocyon thous,-14.40042,-39.05749
Nasua nasua,-14.40042,-39.05749
Nasua nasua,-14.38981,-39.06481
Puma concolor,-14.38981,-39.06481
Leopardus pardalis,-14.38981,-39.06481
Cerdocyon thous,-14.391540000000001,-39.05571
Nasua nasua,-14.42164,-39.04285
Cerdocyon thous,-14.43913,-39.04655
Cerdocyon thous,-14.41642,-39.02337
Cerdocyon thous,-14.39675,-39.0284
Nasua nasua,-14.39675,-39.0284
Cerdocyon thous,-21.73065,-48.51121
Herpailurus yagouaroundi,-21.7307,-48.50454
Herpailurus yagouaroundi,-21.69046,-48.51125
Leopardus guttulus,-21.69046,-48.51125
Leopardus guttulus,-21.67914,-48.51103
Nasua nasua,-21.67914,-48.51103
Lycalopex vetulus,-21.69046,-48.51125
Cerdocyon thous,-21.71619,-48.50012
Cerdocyon thous,-21.71726,-48.52516
Cerdocyon thous,-21.70041,-48.48318
Cerdocyon thous,-21.70623,-48.53697
Cerdocyon thous,-21.69046,-48.51125
Cerdocyon thous,-21.63893,-48.45552
Cerdocyon thous,-21.61426,-48.51133
Cerdocyon thous,-21.61155,-48.49249
Cerdocyon thous,-21.60934,-48.44136
Cerdocyon thous,-21.60255,-48.44363
Cerdocyon thous,-21.59755,-48.45681
Cerdocyon thous,-21.58883,-48.54104
Cerdocyon thous,-21.58994,-48.55025
Herpailurus yagouaroundi,-21.73253,-48.53051
Herpailurus yagouaroundi,-21.6401,-48.52479
Herpailurus yagouaroundi,-21.62622,-48.5567
Herpailurus yagouaroundi,-21.61274,-48.5501
Leopardus guttulus,-21.71619,-48.50012
Eira barbara,-21.6913,-48.49824
Eira barbara,-21.692,-48.52579
Eira barbara,-21.65102,-48.49858
Eira barbara,-21.65127,-48.51209
Eira barbara,-21.63836,-48.54016
Eira barbara,-21.63944,-48.56578
Leopardus pardalis,-21.7307,-48.50454
Leopardus pardalis,-21.67914,-48.51103
Leopardus pardalis,-21.65102,-48.49858
Leopardus pardalis,-21.65127,-48.51209
Leopardus pardalis,-21.63919,-48.47147
Leopardus pardalis,-21.62622,-48.5567
Leopardus pardalis,-21.62804,-48.56864
Leopardus pardalis,-21.61179,-48.46902
Chrysocyon brachyurus,-21.71619,-48.50012
Procyon cancrivorus,-21.70518,-48.51233
Puma concolor,-21.7307,-48.50454
Puma concolor,-21.692,-48.52579
Puma concolor,-21.65809,-48.54244
Puma concolor,-21.6401,-48.52479
Puma concolor,-21.62804,-48.56864
Puma concolor,-21.59074,-48.56048
Nasua nasua,-21.73253,-48.53051
Nasua nasua,-21.7177,-48.5401
Nasua nasua,-21.692,-48.52579
Nasua nasua,-21.63919,-48.47147
Nasua nasua,-21.62533,-48.45447
Nasua nasua,-21.62611,-48.47568
Nasua nasua,-21.62534,-48.48348
Nasua nasua,-21.62981,-48.57905
Nasua nasua,-21.61274,-48.5501
Nasua nasua,-21.61699,-48.52469
Nasua nasua,-21.61246,-48.4847
Nasua nasua,-21.61179,-48.46902
Nasua nasua,-21.61223,-48.43023
Nasua nasua,-21.60255,-48.44363
Nasua nasua,-21.59997,-48.48335
Nasua nasua,-21.60009,-48.54471
Lycalopex vetulus,-21.74151,-48.53662
Lycalopex vetulus,-21.71722,-48.51208
Lycalopex vetulus,-21.70041,-48.48318
Nasua nasua,-14.45554,-39.0937
Nasua nasua,-14.40483,-39.03733
Leopardus pardalis,-14.40483,-39.03733
Cerdocyon thous,-14.40483,-39.03733
Eira barbara,-14.46674,-39.03865
Nasua nasua,-14.46674,-39.03865
Nasua nasua,-14.40899,-39.02157
Cerdocyon thous,-14.39849,-39.0193
Leopardus pardalis,-14.42877,-39.05373
Eira barbara,-14.41816,-39.06106
Cerdocyon thous,-14.41816,-39.06106
Eira barbara,-14.41011,-39.05092
Cerdocyon thous,-14.41276,-39.04107
Cerdocyon thous,-14.41527,-39.03199
Procyon cancrivorus,-14.41642,-39.02337
Cerdocyon thous,-14.38648,-39.08263
Cerdocyon thous,-21.73447,-48.53888
Cerdocyon thous,-21.71722,-48.51208
Cerdocyon thous,-21.7177,-48.5401
Cerdocyon thous,-21.7169,-48.55352
Cerdocyon thous,-21.70306,-48.49816
Cerdocyon thous,-21.70382,-48.52514
Cerdocyon thous,-21.69146,-48.48446
Cerdocyon thous,-21.692,-48.52579
Cerdocyon thous,-21.6655,-48.49824
Cerdocyon thous,-21.65127,-48.51209
Cerdocyon thous,-21.65022,-48.52525
Cerdocyon thous,-21.63963,-48.48447
Cerdocyon thous,-21.6368,-48.49947
Cerdocyon thous,-21.6401,-48.52479
Cerdocyon thous,-21.63858,-48.55284
Cerdocyon thous,-21.63907,-48.58009
Cerdocyon thous,-21.62981,-48.57905
Cerdocyon thous,-21.61171,-48.45584
Cerdocyon thous,-21.61223,-48.43023
Cerdocyon thous,-21.5989,-48.46935
Cerdocyon thous,-21.59832,-48.49863
Herpailurus yagouaroundi,-21.7177,-48.5401
Herpailurus yagouaroundi,-21.7169,-48.55352
Herpailurus yagouaroundi,-21.70041,-48.48318
Herpailurus yagouaroundi,-21.69146,-48.48446
Herpailurus yagouaroundi,-21.65809,-48.54244
Herpailurus yagouaroundi,-21.63944,-48.56578
Herpailurus yagouaroundi,-21.62533,-48.45447
Herpailurus yagouaroundi,-21.62981,-48.57905
Herpailurus yagouaroundi,-21.61426,-48.51133
Herpailurus yagouaroundi,-21.60009,-48.54471
Leopardus guttulus,-21.7169,-48.55352
Leopardus guttulus,-21.61274,-48.5501
Eira barbara,-21.69241,-48.53065
Eira barbara,-21.65809,-48.54244
Eira barbara,-21.62533,-48.45447
Eira barbara,-21.62611,-48.47568
Eira barbara,-21.62395,-48.53001
Eira barbara,-21.62804,-48.56864
Eira barbara,-21.62981,-48.57905
Eira barbara,-21.60009,-48.54471
Leopardus pardalis,-21.6913,-48.49824
Leopardus pardalis,-21.6401,-48.52479
Leopardus pardalis,-21.62533,-48.45447
Chrysocyon brachyurus,-21.59832,-48.49863
Procyon cancrivorus,-21.61274,-48.5501
Puma concolor,-21.7177,-48.5401
Puma concolor,-21.65145,-48.55254
Puma concolor,-21.62981,-48.57905
Puma concolor,-21.61461,-48.56955
Puma concolor,-21.62451,-48.53739
Puma concolor,-21.61699,-48.52469
Nasua nasua,-21.65127,-48.51209
Nasua nasua,-21.6401,-48.52479
Nasua nasua,-21.62804,-48.56864
Nasua nasua,-21.606,-48.51378
Lycalopex vetulus,-21.73065,-48.51121
Lycalopex vetulus,-21.71619,-48.50012
Lycalopex vetulus,-21.70623,-48.53697
Lycalopex vetulus,-21.67774,-48.52523
Lycalopex vetulus,-21.66528,-48.52185
Lycalopex vetulus,-21.61155,-48.49249
Lycalopex vetulus,-21.61171,-48.45584
Lycalopex vetulus,-21.60073,-48.55098
Nasua nasua,-14.44112,-39.03731
Nasua nasua,-14.44286,-39.0282
Eira barbara,-14.42164,-39.04285
Nasua nasua,-14.40389,-39.03928
Cerdocyon thous,-14.44286,-39.0282
Eira barbara,-14.44286,-39.0282
Eira barbara,-14.41643,-39.07016
Eira barbara,-14.40563,-39.03018
Eira barbara,-14.40899,-39.02157
Eira barbara,-14.39849,-39.0193
Cerdocyon thous,-14.42337,-39.03374
Eira barbara,-14.411,-39.02276
Cerdocyon thous,-14.411,-39.02276
Cerdocyon thous,-21.66528,-48.52185
Cerdocyon thous,-21.63919,-48.47147
Cerdocyon thous,-21.63969,-48.51145
Cerdocyon thous,-21.63836,-48.54016
Cerdocyon thous,-21.59074,-48.56048
Herpailurus yagouaroundi,-21.61223,-48.43023
Leopardus guttulus,-21.62534,-48.48348
Leopardus pardalis,-21.63969,-48.51145
Chrysocyon brachyurus,-21.63919,-48.47147
Puma concolor,-21.63969,-48.51145
Puma concolor,-21.63836,-48.54016
Nasua nasua,-21.63969,-48.51145
Cerdocyon thous,-21.6913,-48.49824
Cerdocyon thous,-21.67774,-48.52523
Cerdocyon thous,-21.65173,-48.4845
Cerdocyon thous,-21.62404,-48.44152
Cerdocyon thous,-21.61461,-48.56955
Herpailurus yagouaroundi,-21.6913,-48.49824
Herpailurus yagouaroundi,-21.61155,-48.49249
Leopardus guttulus,-21.73447,-48.53888
Leopardus guttulus,-21.69241,-48.53065
Leopardus guttulus,-21.66444,-48.51214
Leopardus guttulus,-21.65145,-48.55254
Leopardus guttulus,-21.63836,-48.54016
Eira barbara,-21.7177,-48.5401
Leopardus pardalis,-21.69146,-48.48446
Leopardus pardalis,-21.65173,-48.4845
Leopardus pardalis,-21.60255,-48.44363
Chrysocyon brachyurus,-21.61426,-48.51133
Procyon cancrivorus,-21.63944,-48.56578
Puma concolor,-21.67821,-48.50109
Puma concolor,-21.6655,-48.49824
Puma concolor,-21.62395,-48.53001
Nasua nasua,-21.7169,-48.55352
Nasua nasua,-21.65173,-48.4845
Nasua nasua,-21.6368,-48.49947
Nasua nasua,-21.63907,-48.58009
Nasua nasua,-21.60582,-48.51229
Nasua nasua,-21.59074,-48.56048
Lycalopex vetulus,-21.63858,-48.55284
Lycalopex vetulus,-21.61555,-48.57784
Lycalopex vetulus,-21.58994,-48.55025
Lycalopex vetulus,-21.59074,-48.56048
Cerdocyon thous,-21.74151,-48.53662
Cerdocyon thous,-21.60073,-48.55098
Leopardus wiedii,-21.7169,-48.55352
Herpailurus yagouaroundi,-21.63907,-48.58009
Herpailurus yagouaroundi,-21.62404,-48.44152
Leopardus guttulus,-21.65127,-48.51209
Leopardus guttulus,-21.65809,-48.54244
Leopardus guttulus,-21.62585,-48.53689
Leopardus guttulus,-21.60009,-48.54471
Eira barbara,-21.73447,-48.53888
Eira barbara,-21.70518,-48.51233
Eira barbara,-21.69146,-48.48446
Eira barbara,-21.63907,-48.58009
Leopardus pardalis,-21.7177,-48.5401
Leopardus pardalis,-21.61274,-48.5501
Leopardus pardalis,-21.61699,-48.52469
Chrysocyon brachyurus,-21.60255,-48.44363
Procyon cancrivorus,-21.74151,-48.53662
Puma concolor,-21.69146,-48.48446
Puma concolor,-21.65102,-48.49858
Puma concolor,-21.62533,-48.45447
Puma concolor,-21.62534,-48.48348
Puma concolor,-21.606,-48.51378
Nasua nasua,-21.7307,-48.50454
Nasua nasua,-21.70518,-48.51233
Nasua nasua,-21.67821,-48.50109
Nasua nasua,-21.63836,-48.54016
Nasua nasua,-21.61155,-48.49249
Nasua nasua,-21.58883,-48.54104
Lycalopex vetulus,-21.70306,-48.49816
Lycalopex vetulus,-21.62404,-48.44152
Lycalopex vetulus,-21.59755,-48.45681
Cerdocyon thous,-21.65809,-48.54244
Cerdocyon thous,-21.62533,-48.45447
Cerdocyon thous,-21.61555,-48.57784
Leopardus wiedii,-21.65127,-48.51209
Herpailurus yagouaroundi,-21.74151,-48.53662
Herpailurus yagouaroundi,-21.70623,-48.53697
Herpailurus yagouaroundi,-21.65127,-48.51209
Herpailurus yagouaroundi,-21.62611,-48.47568
Leopardus guttulus,-21.70623,-48.53697
Leopardus guttulus,-21.58883,-48.54104
Leopardus guttulus,-21.58994,-48.55025
Eira barbara,-21.73065,-48.51121
Eira barbara,-21.67914,-48.51103
Eira barbara,-21.6655,-48.49824
Eira barbara,-21.62451,-48.53739
Eira barbara,-21.58883,-48.54104
Chrysocyon brachyurus,-21.6655,-48.49824
Chrysocyon brachyurus,-21.65809,-48.54244
Chrysocyon brachyurus,-21.62404,-48.44152
Procyon cancrivorus,-21.61426,-48.51133
Puma concolor,-21.70518,-48.51233
Puma concolor,-21.69241,-48.53065
Puma concolor,-21.61274,-48.5501
Nasua nasua,-21.73065,-48.51121
Nasua nasua,-21.69146,-48.48446
Nasua nasua,-21.66444,-48.51214
Nasua nasua,-21.63893,-48.45552
Nasua nasua,-21.62395,-48.53001
Nasua nasua,-21.62622,-48.5567
Nasua nasua,-21.61461,-48.56955
Nasua nasua,-21.62451,-48.53739
Lycalopex vetulus,-21.65809,-48.54244
Cerdocyon thous,-21.73253,-48.53051
Cerdocyon thous,-21.62611,-48.47568
Cerdocyon thous,-21.61246,-48.4847
Cerdocyon thous,-21.61179,-48.46902
Herpailurus yagouaroundi,-21.73065,-48.51121
Herpailurus yagouaroundi,-21.73447,-48.53888
Herpailurus yagouaroundi,-21.65173,-48.4845
Herpailurus yagouaroundi,-21.62804,-48.56864
Herpailurus yagouaroundi,-21.60582,-48.51229
Leopardus guttulus,-21.74151,-48.53662
Leopardus guttulus,-21.73253,-48.53051
Leopardus guttulus,-21.71722,-48.51208
Leopardus guttulus,-21.63893,-48.45552
Leopardus guttulus,-21.62804,-48.56864
Leopardus guttulus,-21.61461,-48.56955
Eira barbara,-21.73253,-48.53051
Leopardus pardalis,-21.692,-48.52579
Leopardus pardalis,-21.66444,-48.51214
Leopardus pardalis,-21.62981,-48.57905
Leopardus pardalis,-21.61155,-48.49249
Chrysocyon brachyurus,-21.71722,-48.51208
Procyon cancrivorus,-21.73253,-48.53051
Procyon cancrivorus,-21.62981,-48.57905
Puma concolor,-21.70041,-48.48318
Puma concolor,-21.67914,-48.51103
Puma concolor,-21.65127,-48.51209
Puma concolor,-21.63919,-48.47147
Puma concolor,-21.63907,-48.58009
Puma concolor,-21.58994,-48.55025
Nasua nasua,-21.65145,-48.55254
Nasua nasua,-21.63944,-48.56578
Lycalopex vetulus,-21.73447,-48.53888
Lycalopex vetulus,-21.7169,-48.55352
Lycalopex vetulus,-21.61461,-48.56955
Cerdocyon thous,-21.67821,-48.50109
Herpailurus yagouaroundi,-21.6655,-48.49824
Leopardus guttulus,-21.6913,-48.49824
Leopardus guttulus,-21.59074,-48.56048
Eira barbara,-21.62622,-48.5567
Eira barbara,-21.61223,-48.43023
Chrysocyon brachyurus,-21.63963,-48.48447
Puma concolor,-21.70623,-48.53697
Puma concolor,-21.63858,-48.55284
Puma concolor,-21.61179,-48.46902
Nasua nasua,-21.63963,-48.48447
Nasua nasua,-21.61426,-48.51133
Cerdocyon thous,-21.66444,-48.51214
Cerdocyon thous,-21.65102,-48.49858
Cerdocyon thous,-21.62534,-48.48348
Leopardus wiedii,-21.6401,-48.52479
Herpailurus yagouaroundi,-21.70518,-48.51233
Herpailurus yagouaroundi,-21.67914,-48.51103
Herpailurus yagouaroundi,-21.66444,-48.51214
Herpailurus yagouaroundi,-21.63969,-48.51145
Herpailurus yagouaroundi,-21.58994,-48.55025
Leopardus guttulus,-21.73065,-48.51121
Leopardus guttulus,-21.59755,-48.45681
Eira barbara,-21.71722,-48.51208
Eira barbara,-21.67774,-48.52523
Eira barbara,-21.66444,-48.51214
Eira barbara,-21.65145,-48.55254
Eira barbara,-21.61155,-48.49249
Leopardus pardalis,-21.67821,-48.50109
Leopardus pardalis,-21.6655,-48.49824
Leopardus pardalis,-21.63836,-48.54016
Chrysocyon brachyurus,-21.62981,-48.57905
Lontra longicaudis,-21.62804,-48.56864
Procyon cancrivorus,-21.67821,-48.50109
Procyon cancrivorus,-21.58994,-48.55025
Puma concolor,-21.62404,-48.44152
Puma concolor,-21.61223,-48.43023
Nasua nasua,-21.74151,-48.53662
Nasua nasua,-21.67774,-48.52523
Nasua nasua,-21.60934,-48.44136
Nasua nasua,-21.5989,-48.46935
Nasua nasua,-21.58994,-48.55025
Lycalopex vetulus,-21.6368,-48.49947
Cerdocyon thous,-6.15562,-36.52365
Leopardus tigrinus,-6.15562,-36.52365
Cerdocyon thous,-5.26669,-35.52312
Cerdocyon thous,-5.32184,-35.60677
Herpailurus yagouaroundi,-5.26669,-35.52312
Cerdocyon thous,-5.34236,-37.0257
Cerdocyon thous,-7.3485,-35.86662
Nasua nasua,-7.83512,-35.00098
Procyon cancrivorus,-7.3485,-35.86662
Conepatus semistriatus,-5.34236,-37.0257
Cerdocyon thous,-6.1304,-36.52088
Leopardus tigrinus,-6.18095,-36.52736
Cerdocyon thous,-5.26333,-35.54265
Cerdocyon thous,-5.26229,-35.54271
Cerdocyon thous,-5.28344,-35.52669
Cerdocyon thous,-5.26286,-35.54336
Cerdocyon thous,-5.31327,-35.5832
Cerdocyon thous,-5.2615,-35.50676
Herpailurus yagouaroundi,-5.26333,-35.54265
Cerdocyon thous,-5.33125,-35.57717
Cerdocyon thous,-5.33217,-35.60431
Cerdocyon thous,-5.34893,-37.0141
Cerdocyon thous,-5.35403,-37.02894
Cerdocyon thous,-7.34905,-35.86599
Nasua nasua,-7.83725,-34.9984
Cerdocyon thous,-7.34828,-35.86665
Cerdocyon thous,-7.34808,-35.86757
Procyon cancrivorus,-7.34828,-35.86665
Conepatus semistriatus,-5.33299,-37.03617
Urocyon cinereoargenteus,18.28048,-102.4739
Puma concolor,18.28048,-102.4739
Nasua narica,18.28048,-102.4739
Leopardus pardalis,18.03313,-102.5341
Canis latrans,18.03313,-102.5341
Leopardus wiedii,18.03313,-102.5341
Procyon lotor,18.03313,-102.5341
Nasua narica,18.1638,-102.528
Leopardus pardalis,18.1638,-102.528
Procyon lotor,18.1638,-102.528
Puma concolor,18.1638,-102.528
Leopardus wiedii,18.1638,-102.528
Herpailurus yagouaroundi,18.1638,-102.528
Nasua narica,18.40335,-103.4291
Nasua narica,18.21597,-103.0362
Leopardus pardalis,18.40335,-103.4291
Conepatus leuconotus,18.40335,-103.4291
Leopardus wiedii,18.40335,-103.4291
Leopardus wiedii,18.21597,-103.0362
Nasua narica,18.41937,-102.8746
Leopardus wiedii,18.41937,-102.8746
Puma concolor,18.41937,-102.8746
Nasua narica,18.18415,-102.4685
Puma concolor,18.18415,-102.4685
Urocyon cinereoargenteus,18.18415,-102.4685
Potos flavus,18.34622,-102.8079
Herpailurus yagouaroundi,18.27463,-102.772
Nasua narica,18.34622,-102.8079
Leopardus pardalis,18.34622,-102.8079
Puma concolor,18.34622,-102.8079
Leopardus wiedii,18.34622,-102.8079
Spilogale pygmaea,18.34622,-102.8079
Herpailurus yagouaroundi,18.34622,-102.8079
Mephitis macroura,19.96501,-101.0104
Canis latrans,19.96501,-101.0104
Lynx rufus,19.96501,-101.0104
Urocyon cinereoargenteus,19.96501,-101.0104
Panthera onca,18.1638,-102.528
Procyon lotor,18.17781,-102.3102
Potos flavus,18.1638,-102.528
Nasua narica,18.17781,-102.3102
Leopardus pardalis,18.17781,-102.3102
Leopardus wiedii,18.17781,-102.3102
Puma concolor,18.17781,-102.3102
Nasua narica,18.09288,-102.3955
Herpailurus yagouaroundi,18.17781,-102.3102
Canis latrans,18.09288,-102.3955
Leopardus pardalis,18.09288,-102.3955
Leopardus wiedii,18.09288,-102.3955
Procyon lotor,18.09288,-102.3955
Herpailurus yagouaroundi,18.22196,-102.5588
Nasua narica,19.51634,-102.5728
Puma concolor,19.51634,-102.5728
Procyon lotor,19.51634,-102.5728
Leopardus wiedii,19.51634,-102.5728
Herpailurus yagouaroundi,18.14694,-102.6425
Herpailurus yagouaroundi,18.28048,-102.4739
Lontra longicaudis,18.28048,-102.4739
Urocyon cinereoargenteus,18.26903,-102.4795
Puma concolor,18.26903,-102.4795
Nasua narica,18.26903,-102.4795
